gene_id,gene_name
ENSG00000254041.1,AC021546.1
ENSG00000254042.2,SLIT3-AS2
ENSG00000254366.7,AC062004.1
ENSG00000254389.3,RHPN1-AS1
ENSG00000254404.1,AP003306.1
ENSG00000254419.1,AL139349.1
ENSG00000254505.11,CHMP4A
ENSG00000254529.1,MRGPRX7P
ENSG00000254536.2,AL360181.3
ENSG00000254703.2,SENCR
ENSG00000254815.6,LMNTD2-AS1
ENSG00000254847.1,AC009806.1
ENSG00000254855.1,AP001107.8
ENSG00000254901.8,BORCS8
ENSG00000255021.1,AC093496.1
ENSG00000255045.1,AP000866.5
ENSG00000255108.1,AP006621.1
ENSG00000255122.1,AC068587.2
ENSG00000255142.1,AP006621.2
ENSG00000255191.1,AP003555.2
ENSG00000255237.1,AC138230.1
ENSG00000255389.1,Z97989.1
ENSG00000255410.2,AC091564.5
ENSG00000255471.1,AP001528.1
ENSG00000255495.1,AC145124.1
ENSG00000255587.9,RAB44
ENSG00000255920.3,CCND2-AS1
ENSG00000255986.6,MT1JP
ENSG00000256029.6,AL590560.2
ENSG00000256508.2,MRGPRF-AS1
ENSG00000256576.2,LINC02361
ENSG00000256663.1,AC112777.1
ENSG00000256667.6,KLRA1P
ENSG00000257008.6,GPR142
ENSG00000257038.1,AP002761.3
ENSG00000257058.1,AP001363.2
ENSG00000257219.6,LNCOG
ENSG00000257270.1,AL928654.2
ENSG00000257354.2,AC048341.1
ENSG00000257621.8,PSMA3-AS1
ENSG00000257704.4,INAFM1
ENSG00000258100.3,LINC02823
ENSG00000258302.2,AC025034.1
ENSG00000258315.5,C17orf49
ENSG00000258498.8,DIO3OS
ENSG00000258636.2,AL121821.2
ENSG00000258708.1,SLC25A21-AS1
ENSG00000258733.6,LINC02328
ENSG00000259030.7,FPGT-TNNI3K
ENSG00000259081.1,AF111169.3
ENSG00000259124.1,AC008050.1
ENSG00000259134.7,LINC00924
ENSG00000259236.1,GOLGA8VP
ENSG00000259275.4,AC087477.2
ENSG00000259343.7,TMC3-AS1
ENSG00000259459.6,LINC02568
ENSG00000259605.3,AC074212.1
ENSG00000259645.1,AC027237.4
ENSG00000259658.5,AC027559.1
ENSG00000259793.1,AC013726.1
ENSG00000259840.1,Z97653.1
ENSG00000259865.1,AL390728.6
ENSG00000259884.1,NR4A1AS
ENSG00000259969.1,AL049838.1
ENSG00000260060.1,AC009088.1
ENSG00000260105.6,AOC4P
ENSG00000260182.1,AC120498.2
ENSG00000260236.1,AC099778.1
ENSG00000260296.1,AC095057.3
ENSG00000260306.1,AC092375.2
ENSG00000260459.2,FTLP14
ENSG00000260563.3,AC132872.1
ENSG00000260645.2,AL359715.2
ENSG00000260669.2,AL096870.2
ENSG00000260679.1,AP007216.2
ENSG00000260711.2,AL121839.2
ENSG00000260729.1,AC009690.1
ENSG00000260793.2,AC003102.1
ENSG00000260911.2,AC135050.3
ENSG00000260947.1,AL356489.2
ENSG00000260992.1,DOCK9-DT
ENSG00000261061.1,AC092718.4
ENSG00000261076.1,AC016396.2
ENSG00000261308.3,FIGNL2
ENSG00000261371.6,PECAM1
ENSG00000261468.1,AC096921.2
ENSG00000261485.1,PAN3-AS1
ENSG00000261625.1,AP003071.4
ENSG00000261655.1,AC100803.3
ENSG00000261671.1,AL158211.1
ENSG00000261879.7,AC087500.1
ENSG00000261888.1,AC144831.1
ENSG00000262089.1,AC040977.1
ENSG00000262097.2,LINC02185
ENSG00000262115.1,AC027601.2
ENSG00000262370.6,AC108134.3
ENSG00000262484.1,CCER2
ENSG00000262580.5,AC087741.1
ENSG00000262877.5,AC110285.2
ENSG00000262904.1,TMPOP2
ENSG00000263126.1,AC040162.3
ENSG00000263155.6,MYZAP
ENSG00000263264.2,AC119396.1
ENSG00000263272.1,AC004148.1
ENSG00000263345.1,AC006435.2
ENSG00000263990.1,AC004253.1
ENSG00000264281.3,AC016596.2
ENSG00000265296.1,FEM1AP2
ENSG00000265511.1,AC020558.2
ENSG00000265972.6,TXNIP
ENSG00000265982.1,AC103810.3
ENSG00000265996.1,MIR3671
ENSG00000266524.3,GDF10
ENSG00000266714.9,MYO15B
ENSG00000266896.1,AL354892.3
ENSG00000266904.6,LINC00663
ENSG00000266967.7,AARSD1
ENSG00000267069.1,AP005264.1
ENSG00000267082.1,AC011472.1
ENSG00000267114.1,AC011481.1
ENSG00000267169.2,AC022098.1
ENSG00000267206.6,LCN6
ENSG00000267221.3,C17orf113
ENSG00000267244.5,AC012615.6
ENSG00000267280.5,TBX2-AS1
ENSG00000267281.2,ATF7-NPFF
ENSG00000267419.2,ZNF56
ENSG00000267453.7,CLEC4O
ENSG00000267454.6,ZNF582-AS1
ENSG00000267519.6,AC020916.1
ENSG00000267530.3,LINC01836
ENSG00000267532.5,MIR497HG
ENSG00000267594.5,CYP4F24P
ENSG00000267612.1,AC008759.2
ENSG00000267636.1,AC008992.1
ENSG00000267653.1,AC002546.1
ENSG00000267707.2,AC015961.2
ENSG00000267769.1,AC011498.6
ENSG00000267834.1,AL592211.1
ENSG00000267838.2,AC245884.8
ENSG00000267852.1,AC119396.2
ENSG00000267898.1,AC026803.2
ENSG00000268049.1,AC012313.2
ENSG00000268189.2,AC005785.1
ENSG00000268230.5,AC012313.3
ENSG00000268744.1,AC008758.4
ENSG00000268836.1,Z69706.1
ENSG00000268938.2,AC005387.1
ENSG00000269044.2,AC024075.2
ENSG00000269054.2,AC012313.6
ENSG00000269113.4,TRABD2B
ENSG00000269293.3,ZSCAN16-AS1
ENSG00000269352.1,PTOV1-AS2
ENSG00000269516.6,CYP4F23P
ENSG00000269680.1,AC008760.1
ENSG00000269893.8,SNHG8
ENSG00000269896.2,AL513477.1
ENSG00000269918.1,AF131215.6
ENSG00000269929.3,MIRLET7A1HG
ENSG00000269947.1,AC135178.6
ENSG00000269958.1,AL049840.5
ENSG00000270016.1,AC026150.3
ENSG00000270060.1,AC090589.3
ENSG00000270091.1,AC015726.1
ENSG00000270164.1,LINC01480
ENSG00000270562.1,AC097634.1
ENSG00000271109.2,AC008555.4
ENSG00000271239.1,AC007423.1
ENSG00000271259.1,AC010201.1
ENSG00000271327.1,AC010201.2
ENSG00000271447.6,MMP28
ENSG00000271553.1,AC018638.7
ENSG00000271737.1,AC008608.2
ENSG00000271788.1,AC008875.1
ENSG00000271816.1,BMS1P4
ENSG00000271858.5,Z84492.1
ENSG00000271871.1,AC005740.4
ENSG00000271895.2,AL109811.2
ENSG00000271918.1,AC034236.2
ENSG00000271964.1,AC090948.1
ENSG00000272040.1,AC010245.2
ENSG00000272144.1,AC025171.4
ENSG00000272161.1,AL589739.1
ENSG00000272203.1,AC004775.1
ENSG00000272205.1,AL451050.2
ENSG00000272256.1,AC044849.1
ENSG00000272281.6,TPTE2P2
ENSG00000272316.1,AL021368.2
ENSG00000272368.2,AC074032.1
ENSG00000272374.1,Z97832.2
ENSG00000272416.1,AC025175.1
ENSG00000272476.1,AL024507.2
ENSG00000272491.1,AL109659.2
ENSG00000272501.1,AL662844.4
ENSG00000272523.1,LINC01023
ENSG00000272541.1,AL021368.3
ENSG00000272597.1,AC063944.2
ENSG00000272668.2,AL590560.3
ENSG00000272669.1,AL021707.6
ENSG00000272732.1,AC004982.1
ENSG00000272733.1,AP000345.2
ENSG00000272734.1,ADIRF-AS1
ENSG00000272752.6,STAG3L5P-PVRIG2P-PILRB
ENSG00000272783.1,AC147067.2
ENSG00000272789.1,AC010976.2
ENSG00000272797.1,AC092954.1
ENSG00000272823.1,AL445423.1
ENSG00000272836.1,AL022328.1
ENSG00000272849.1,AC084018.1
ENSG00000272927.1,AC107464.2
ENSG00000272933.1,AL391121.1
ENSG00000273007.2,AC021205.3
ENSG00000273084.1,AC092171.5
ENSG00000273093.1,AC097065.2
ENSG00000273137.1,AL022328.2
ENSG00000273183.1,AC093726.2
ENSG00000273188.1,AL022328.3
ENSG00000273258.1,AC016737.2
ENSG00000273287.2,AL008718.2
ENSG00000273402.1,AC004908.3
ENSG00000273432.1,AC004951.4
ENSG00000273523.1,AL139082.1
ENSG00000273650.1,AC100793.4
ENSG00000273716.2,AC092670.1
ENSG00000273729.1,AC007686.3
ENSG00000273765.1,AC024257.4
ENSG00000273771.1,AC024337.2
ENSG00000273920.1,AC103858.2
ENSG00000274272.1,AC069281.2
ENSG00000274292.1,AC084018.2
ENSG00000274310.1,AC091076.1
ENSG00000274341.1,AC005899.6
ENSG00000274370.1,AC130371.2
ENSG00000274443.4,C8orf89
ENSG00000274444.1,AC078909.2
ENSG00000274512.5,TBC1D3L
ENSG00000274560.1,AC010205.1
ENSG00000274565.1,AC080038.1
ENSG00000274602.5,PI4KAP1
ENSG00000274624.1,AC007671.1
ENSG00000274659.2,LINC02371
ENSG00000274736.5,CCL23
ENSG00000274925.1,ZKSCAN2-DT
ENSG00000274987.1,AC092794.1
ENSG00000275152.5,CCL16
ENSG00000275155.1,AC027348.1
ENSG00000275178.1,AC018529.1
ENSG00000275342.5,PRAG1
ENSG00000275367.1,AC092111.1
ENSG00000275484.1,AP003419.3
ENSG00000275549.1,STPG3-AS1
ENSG00000275703.1,U47924.3
ENSG00000275888.1,AC132872.3
ENSG00000275995.1,AC109809.1
ENSG00000276136.1,AC016957.2
ENSG00000276148.1,AC084824.5
ENSG00000276180.1,H4C9
ENSG00000276365.1,MIR145
ENSG00000276409.5,CCL14
ENSG00000276538.1,AC092666.2
ENSG00000276728.1,AC142472.1
ENSG00000276754.1,AC006111.3
ENSG00000276772.1,AC025271.4
ENSG00000276842.1,AC023510.2
ENSG00000277135.1,AC012409.3
ENSG00000277224.2,H2BC7
ENSG00000277249.1,MIR6784
ENSG00000277494.2,GPIHBP1
ENSG00000277586.4,NEFL
ENSG00000277587.1,AC008759.3
ENSG00000277631.5,PGM5P3-AS1
ENSG00000277654.6,AC087633.2
ENSG00000277684.1,AL392048.1
ENSG00000277715.1,AC079174.2
ENSG00000277737.3,FP325317.1
ENSG00000277744.1,AC011462.4
ENSG00000277763.1,AL138995.1
ENSG00000277794.1,Metazoa_SRP
ENSG00000277959.1,AL162274.2
ENSG00000277999.1,AC009093.6
ENSG00000278112.1,AC145423.2
ENSG00000278668.1,AC005899.7
ENSG00000278740.1,AC005332.7
ENSG00000278743.1,AC087239.1
ENSG00000278783.1,MIR6071
ENSG00000278921.2,EPB41L4A-DT
ENSG00000278925.1,AC005753.1
ENSG00000279036.1,AC015656.1
ENSG00000279118.1,AC093535.2
ENSG00000279198.1,AC008894.3
ENSG00000279204.1,AC134043.3
ENSG00000279330.1,AJ003147.3
ENSG00000279357.1,AC007224.2
ENSG00000279447.1,AL118508.3
ENSG00000279457.4,WASH9P
ENSG00000279526.1,AC011239.2
ENSG00000279536.1,AC093458.2
ENSG00000279583.1,AC009086.2
ENSG00000279611.1,AC012313.10
ENSG00000279716.1,AC006128.1
ENSG00000279799.1,AC006077.2
ENSG00000279812.1,AC120057.4
ENSG00000279833.1,AL031846.2
ENSG00000279861.1,AC073548.1
ENSG00000279926.1,AL138831.3
ENSG00000280073.1,AL157996.1
ENSG00000280077.1,AL353763.2
ENSG00000280119.1,AC093642.3
ENSG00000280211.1,AC106886.4
ENSG00000280239.1,AC011498.7
ENSG00000280302.1,AP005264.6
ENSG00000280332.1,AC020917.4
ENSG00000280339.1,AP001528.2
ENSG00000280362.1,AC084759.3
ENSG00000280767.3,AL732314.4
ENSG00000280927.1,CTBP1-AS
ENSG00000281005.1,LINC00921
ENSG00000281333.2,AC024941.2
ENSG00000281404.2,LINC01176
ENSG00000281538.1,AC254562.3
ENSG00000281560.1,LSINCT5
ENSG00000281769.1,LINC01230
ENSG00000283075.1,AL157931.2
ENSG00000283297.2,TEX52
ENSG00000283383.1,AC108477.1
ENSG00000283445.1,AL136985.3
ENSG00000283632.4,EXOC3L2
ENSG00000283635.1,AC012485.3
ENSG00000283787.2,PRR33
ENSG00000284237.1,LINC02767
ENSG00000284485.1,MIR205
ENSG00000284605.1,AC127526.3
ENSG00000284633.1,AL031590.1
ENSG00000284648.1,AC097493.3
ENSG00000284707.2,AC079781.5
ENSG00000284709.1,KF456110.1
ENSG00000284730.1,TMDD1
ENSG00000284753.2,EEF1AKMT4
ENSG00000284773.1,AC114490.3
ENSG00000284968.1,AC093827.4
ENSG00000285051.2,SLC7A14-AS1
ENSG00000285589.1,AC010422.8
ENSG00000285886.1,AC211476.6
ENSG00000285955.1,BX842242.1
ENSG00000286190.2,AC055839.2
ENSG00000286214.1,AUXG01000058.1
ENSG00000286264.2,AP001453.3
ENSG00000286322.1,AL356218.2
ENSG00000286379.1,AL591845.1
ENSG00000286430.1,AC020558.6
ENSG00000286481.1,AC011246.1
ENSG00000286508.1,AC000050.2
ENSG00000286509.1,AC026408.1
ENSG00000286555.1,AP003065.1
ENSG00000286699.1,AC084198.2
ENSG00000286724.1,AL732509.1
ENSG00000286977.1,Z83745.1
ENSG00000287059.1,AC090004.2
ENSG00000287115.1,AC009951.6
ENSG00000287148.1,LINCADL
ENSG00000287156.1,AL138479.2
ENSG00000287171.1,AC006062.1
ENSG00000287356.1,AL590822.3
ENSG00000287463.1,AC110620.2
ENSG00000287467.1,AC037459.4
ENSG00000287527.1,AC005753.3
ENSG00000287617.1,AC092902.6
ENSG00000287620.1,AC092053.4
ENSG00000287652.1,AC000082.1
ENSG00000287814.1,AC011407.1
ENSG00000287901.1,AL137026.3
ENSG00000288033.1,AC137894.4
ENSG00000288156.1,AC104530.1
ENSG00000288548.1,AL035653.1
